My Bus 1,Time,My Bus 1[0],My Bus 1[1],My Bus 1[2],My Bus 1[3],My Bus 1[4],My Bus 1[5],My Bus 1[6],My Bus 1[7],My Bus 1[8],My Bus 1[9],My Bus 1[10]
229,55.999920 us,1,0,0,1,0,1,0,0,0,1,0
162,56.499840 us,0,1,0,0,0,1,1,0,1,0,0
0B7,56.999760 us,1,1,1,0,1,1,0,1,0,0,0
042,57.500000 us,0,1,0,0,0,0,1,0,0,0,0
018,57.999840 us,0,0,0,1,1,0,0,0,0,0,0
03C,58.499840 us,0,0,1,1,1,1,0,0,0,0,0
0AB,58.999840 us,1,1,0,1,0,1,0,1,0,0,0
154,59.499840 us,0,0,1,0,1,0,1,0,1,0,0
219,59.999760 us,1,0,0,1,1,0,0,0,0,1,0
2DA,60.499760 us,0,1,0,1,1,0,1,1,0,1,0
376,60.999760 us,0,1,1,0,1,1,1,0,1,1,0
3D6,61.499760 us,0,1,1,0,1,0,1,1,1,1,0
3E9,61.999760 us,1,0,0,1,0,1,1,1,1,1,0
3AB,62.499680 us,1,1,0,1,0,1,0,1,1,1,0
328,62.999840 us,0,0,0,1,0,1,0,0,1,1,0
274,63.499680 us,0,0,1,0,1,1,1,0,0,1,0
1AC,63.999760 us,0,0,1,1,0,1,0,1,1,0,0
0F4,64.499760 us,0,0,1,0,1,1,1,1,0,0,0
067,64.999760 us,1,1,1,0,0,1,1,0,0,0,0
01E,65.499840 us,0,1,1,1,1,0,0,0,0,0,0
025,65.999840 us,1,0,1,0,0,1,0,0,0,0,0
07A,66.499840 us,0,1,0,1,1,1,1,0,0,0,0
10E,66.999920 us,0,1,1,1,0,0,0,0,1,0,0
1CC,67.499920 us,0,0,1,1,0,0,1,1,1,0,0
292,67.999840 us,0,1,0,0,1,0,0,1,0,1,0
341,68.499920 us,1,0,0,0,0,0,1,0,1,1,0
3BA,68.999840 us,0,1,0,1,1,1,0,1,1,1,0
3EB,69.499920 us,1,1,0,1,0,1,1,1,1,1,0
3CC,70.000000 us,0,0,1,1,0,0,1,1,1,1,0
362,70.499920 us,0,1,0,0,0,1,1,0,1,1,0
2BE,70.999920 us,0,1,1,1,1,1,0,1,0,1,0
1F8,71.500000 us,0,0,0,1,1,1,1,1,1,0,0
137,71.999920 us,1,1,1,0,1,1,0,0,1,0,0
096,72.500000 us,0,1,1,0,1,0,0,1,0,0,0
032,73.000000 us,0,1,0,0,1,1,0,0,0,0,0
019,73.500000 us,1,0,0,1,1,0,0,0,0,0,0
050,74.000080 us,0,0,0,0,1,0,1,0,0,0,0
0CF,74.499920 us,1,1,1,1,0,0,1,1,0,0,0
180,75.000160 us,0,0,0,0,0,0,0,1,1,0,0
248,75.500000 us,0,0,0,1,0,0,1,0,0,1,0
303,76.000000 us,1,1,0,0,0,0,0,0,1,1,0
393,76.500000 us,1,1,0,0,1,0,0,1,1,1,0
3E2,77.000080 us,0,1,0,0,0,1,1,1,1,1,0
3E2,77.500080 us,0,1,0,0,0,1,1,1,1,1,0
392,78.000080 us,0,1,0,0,1,0,0,1,1,1,0
302,78.500080 us,0,1,0,0,0,0,0,0,1,1,0
247,79.000000 us,1,1,1,0,0,0,1,0,0,1,0
17F,79.500000 us,1,1,1,1,1,1,1,0,1,0,0
0CE,80.000080 us,0,1,1,1,0,0,1,1,0,0,0
050,80.500080 us,0,0,0,0,1,0,1,0,0,0,0
019,81.000000 us,1,0,0,1,1,0,0,0,0,0,0
031,81.500000 us,1,0,0,0,1,1,0,0,0,0,0
097,81.999920 us,1,1,1,0,1,0,0,1,0,0,0
137,82.499920 us,1,1,1,0,1,1,0,0,1,0,0
1F9,83.000000 us,1,0,0,1,1,1,1,1,1,0,0
2BE,83.499920 us,0,1,1,1,1,1,0,1,0,1,0
362,84.000000 us,0,1,0,0,0,1,1,0,1,1,0
3CC,84.499920 us,0,0,1,1,0,0,1,1,1,1,0
3EB,84.999840 us,1,1,0,1,0,1,1,1,1,1,0
3BA,85.499920 us,0,1,0,1,1,1,0,1,1,1,0
340,86.000000 us,0,0,0,0,0,0,1,0,1,1,0
291,86.499760 us,1,0,0,0,1,0,0,1,0,1,0
1CA,86.999840 us,0,1,0,1,0,0,1,1,1,0,0
10E,87.499760 us,0,1,1,1,0,0,0,0,1,0,0
079,87.999680 us,1,0,0,1,1,1,1,0,0,0,0
025,88.499760 us,1,0,1,0,0,1,0,0,0,0,0
01F,88.999680 us,1,1,1,1,1,0,0,0,0,0,0
068,89.499760 us,0,0,0,1,0,1,1,0,0,0,0
0F5,89.999520 us,1,0,1,0,1,1,1,1,0,0,0
1AD,90.499600 us,1,0,1,1,0,1,0,1,1,0,0
275,90.999520 us,1,0,1,0,1,1,1,0,0,1,0
329,91.499520 us,1,0,0,1,0,1,0,0,1,1,0
3AB,91.999440 us,1,1,0,1,0,1,0,1,1,1,0
3E9,92.499440 us,1,0,0,1,0,1,1,1,1,1,0
3D5,92.999440 us,1,0,1,0,1,0,1,1,1,1,0
376,93.499440 us,0,1,1,0,1,1,1,0,1,1,0
2D9,93.999440 us,1,0,0,1,1,0,1,1,0,1,0
219,94.499520 us,1,0,0,1,1,0,0,0,0,1,0
153,94.999440 us,1,1,0,0,1,0,1,0,1,0,0
0AC,95.499520 us,0,0,1,1,0,1,0,1,0,0,0
03C,95.999440 us,0,0,1,1,1,1,0,0,0,0,0
017,96.499440 us,1,1,1,0,1,0,0,0,0,0,0
042,96.999600 us,0,1,0,0,0,0,1,0,0,0,0
0B8,97.499520 us,0,0,0,1,1,1,0,1,0,0,0
163,97.999520 us,1,1,0,0,0,1,1,0,1,0,0
229,98.499680 us,1,0,0,1,0,1,0,0,0,1,0
2E8,98.999680 us,0,0,0,1,0,1,1,1,0,1,0
381,99.499680 us,1,0,0,0,0,0,0,1,1,1,0
3DA,99.999680 us,0,1,0,1,1,0,1,1,1,1,0
3E7,100.499760 us,1,1,1,0,0,1,1,1,1,1,0
3A3,100.999760 us,1,1,0,0,0,1,0,1,1,1,0
31B,101.499760 us,1,1,0,1,1,0,0,0,1,1,0
265,101.999760 us,1,0,1,0,0,1,1,0,0,1,0
19D,102.499760 us,1,0,1,1,1,0,0,1,1,0,0
0E7,102.999760 us,1,1,1,0,0,1,1,1,0,0,0
05F,103.499680 us,1,1,1,1,1,0,1,0,0,0,0
01C,103.999840 us,0,0,1,1,1,0,0,0,0,0,0
02A,104.499760 us,0,1,0,1,0,1,0,0,0,0,0
083,104.999760 us,1,1,0,0,0,0,0,1,0,0,0
11C,105.499680 us,0,0,1,1,1,0,0,0,1,0,0
1DB,105.999680 us,1,1,0,1,1,0,1,1,1,0,0
2A1,106.499840 us,1,0,0,0,0,1,0,1,0,1,0
34C,106.999760 us,0,0,1,1,0,0,1,0,1,1,0
3C1,107.499760 us,1,0,0,0,0,0,1,1,1,1,0
3EC,107.999760 us,0,0,1,1,0,1,1,1,1,1,0
3C6,108.499840 us,0,1,1,0,0,0,1,1,1,1,0
357,108.999760 us,1,1,1,0,1,0,1,0,1,1,0
2AF,109.499840 us,1,1,1,1,0,1,0,1,0,1,0
1E9,109.999840 us,1,0,0,1,0,1,1,1,1,0,0
129,110.499840 us,1,0,0,1,0,1,0,0,1,0,0
08C,110.999840 us,0,0,1,1,0,0,0,1,0,0,0
02D,111.499760 us,1,0,1,1,0,1,0,0,0,0,0
019,111.999840 us,1,0,0,1,1,0,0,0,0,0,0
058,112.499840 us,0,0,0,1,1,0,1,0,0,0,0
0DB,112.999760 us,1,1,0,1,1,0,1,1,0,0,0
18F,113.499760 us,1,1,1,1,0,0,0,1,1,0,0
257,113.999760 us,1,1,1,0,1,0,1,0,0,1,0
30F,114.499760 us,1,1,1,1,0,0,0,0,1,1,0
39B,114.999760 us,1,1,0,1,1,0,0,1,1,1,0
3E4,115.499840 us,0,0,1,0,0,1,1,1,1,1,0
3DD,115.999680 us,1,0,1,1,1,0,1,1,1,1,0
38A,116.499840 us,0,1,0,1,0,0,0,1,1,1,0
2F4,116.999760 us,0,0,1,0,1,1,1,1,0,1,0
237,117.499680 us,1,1,1,0,1,1,0,0,0,1,0
170,117.999840 us,0,0,0,0,1,1,1,0,1,0,0
0C3,118.499680 us,1,1,0,0,0,0,1,1,0,0,0
049,118.999760 us,1,0,0,1,0,0,1,0,0,0,0
018,119.499760 us,0,0,0,1,1,0,0,0,0,0,0
037,119.999680 us,1,1,1,0,1,1,0,0,0,0,0
0A1,120.499760 us,1,0,0,0,0,1,0,1,0,0,0
147,120.999680 us,1,1,1,0,0,0,1,0,1,0,0
20B,121.499680 us,1,1,0,1,0,0,0,0,0,1,0
2CD,121.999680 us,1,0,1,1,0,0,1,1,0,1,0
36D,122.499680 us,1,0,1,1,0,1,1,0,1,1,0
3D2,122.999760 us,0,1,0,0,1,0,1,1,1,1,0
3EA,123.499680 us,0,1,0,1,0,1,1,1,1,1,0
3B2,123.999760 us,0,1,0,0,1,1,0,1,1,1,0
334,124.499760 us,0,0,1,0,1,1,0,0,1,1,0
283,124.999760 us,1,1,0,0,0,0,0,1,0,1,0
1BB,125.499680 us,1,1,0,1,1,1,0,1,1,0,0
100,125.999920 us,0,0,0,0,0,0,0,0,1,0,0
071,126.499600 us,1,0,0,0,1,1,1,0,0,0,0
021,126.999760 us,1,0,0,0,0,1,0,0,0,0,0
022,127.499680 us,0,1,0,0,0,1,0,0,0,0,0
071,127.999600 us,1,0,0,0,1,1,1,0,0,0,0
102,128.499680 us,0,1,0,0,0,0,0,0,1,0,0
1BC,128.999520 us,0,0,1,1,1,1,0,1,1,0,0
284,129.499680 us,0,0,1,0,0,0,0,1,0,1,0
335,129.999520 us,1,0,1,0,1,1,0,0,1,1,0
3B3,130.499600 us,1,1,0,0,1,1,0,1,1,1,0
3EA,130.999600 us,0,1,0,1,0,1,1,1,1,1,0
3D0,131.499600 us,0,0,0,0,1,0,1,1,1,1,0
36C,131.999520 us,0,0,1,1,0,1,1,0,1,1,0
2CB,132.499520 us,1,1,0,1,0,0,1,1,0,1,0
209,132.999600 us,1,0,0,1,0,0,0,0,0,1,0
145,133.499520 us,1,0,1,0,0,0,1,0,1,0,0
0A1,133.999600 us,1,0,0,0,0,1,0,1,0,0,0
036,134.499520 us,0,1,1,0,1,1,0,0,0,0,0
017,134.999520 us,1,1,1,0,1,0,0,0,0,0,0
04A,135.499600 us,0,1,0,1,0,0,1,0,0,0,0
0C4,135.999600 us,0,0,1,0,0,0,1,1,0,0,0
171,136.499520 us,1,0,0,0,1,1,1,0,1,0,0
239,136.999600 us,1,0,0,1,1,1,0,0,0,1,0
2F5,137.499600 us,1,0,1,0,1,1,1,1,0,1,0
38B,137.999680 us,1,1,0,1,0,0,0,1,1,1,0
3DE,138.499600 us,0,1,1,1,1,0,1,1,1,1,0
3E4,138.999760 us,0,0,1,0,0,1,1,1,1,1,0
39B,139.499600 us,1,1,0,1,1,0,0,1,1,1,0
30E,139.999760 us,0,1,1,1,0,0,0,0,1,1,0
255,140.499600 us,1,0,1,0,1,0,1,0,0,1,0
18E,140.999680 us,0,1,1,1,0,0,0,1,1,0,0
0DA,141.499600 us,0,1,0,1,1,0,1,1,0,0,0
057,141.999600 us,1,1,1,0,1,0,1,0,0,0,0
01A,142.499680 us,0,1,0,1,1,0,0,0,0,0,0
02D,142.999600 us,1,0,1,1,0,1,0,0,0,0,0
08D,143.499600 us,1,0,1,1,0,0,0,1,0,0,0
12B,143.999520 us,1,1,0,1,0,1,0,0,1,0,0
1EB,144.499520 us,1,1,0,1,0,1,1,1,1,0,0
2B0,144.999600 us,0,0,0,0,1,1,0,1,0,1,0
357,145.499440 us,1,1,1,0,1,0,1,0,1,1,0
3C7,145.999520 us,1,1,1,0,0,0,1,1,1,1,0
3EB,146.499520 us,1,1,0,1,0,1,1,1,1,1,0
3BF,146.999520 us,1,1,1,1,1,1,0,1,1,1,0
34B,147.499600 us,1,1,0,1,0,0,1,0,1,1,0
29F,147.999520 us,1,1,1,1,1,0,0,1,0,1,0
1D9,148.499600 us,1,0,0,1,1,0,1,1,1,0,0
11B,148.999600 us,1,1,0,1,1,0,0,0,1,0,0
082,149.499680 us,0,1,0,0,0,0,0,1,0,0,0
029,149.999600 us,1,0,0,1,0,1,0,0,0,0,0
01C,150.499600 us,0,0,1,1,1,0,0,0,0,0,0
060,150.999680 us,0,0,0,0,0,1,1,0,0,0,0
0E8,151.499600 us,0,0,0,1,0,1,1,1,0,0,0
19E,151.999600 us,0,1,1,1,1,0,0,1,1,0,0
267,152.499680 us,1,1,1,0,0,1,1,0,0,1,0
31C,152.999760 us,0,0,1,1,1,0,0,0,1,1,0
3A4,153.499760 us,0,0,1,0,0,1,0,1,1,1,0
3E8,153.999680 us,0,0,0,1,0,1,1,1,1,1,0
3DA,154.499680 us,0,1,0,1,1,0,1,1,1,1,0
380,154.999840 us,0,0,0,0,0,0,0,1,1,1,0
2E6,155.499680 us,0,1,1,0,0,1,1,1,0,1,0
228,155.999840 us,0,0,0,1,0,1,0,0,0,1,0
162,156.499760 us,0,1,0,0,0,1,1,0,1,0,0
0B6,156.999760 us,0,1,1,0,1,1,0,1,0,0,0
042,157.499920 us,0,1,0,0,0,0,1,0,0,0,0
018,157.999840 us,0,0,0,1,1,0,0,0,0,0,0
03C,158.499760 us,0,0,1,1,1,1,0,0,0,0,0
0AC,158.999840 us,0,0,1,1,0,1,0,1,0,0,0
155,159.499760 us,1,0,1,0,1,0,1,0,1,0,0
21A,159.999840 us,0,1,0,1,1,0,0,0,0,1,0
2DA,160.499760 us,0,1,0,1,1,0,1,1,0,1,0
378,160.999760 us,0,0,0,1,1,1,1,0,1,1,0
3D6,161.499680 us,0,1,1,0,1,0,1,1,1,1,0
3E8,161.999760 us,0,0,0,1,0,1,1,1,1,1,0
3AA,162.499680 us,0,1,0,1,0,1,0,1,1,1,0
327,162.999600 us,1,1,1,0,0,1,0,0,1,1,0
273,163.499600 us,1,1,0,0,1,1,1,0,0,1,0
1AC,163.999680 us,0,0,1,1,0,1,0,1,1,0,0
0F3,164.499520 us,1,1,0,0,1,1,1,1,0,0,0
067,164.999600 us,1,1,1,0,0,1,1,0,0,0,0
01F,165.499520 us,1,1,1,1,1,0,0,0,0,0,0
025,165.999600 us,1,0,1,0,0,1,0,0,0,0,0
07A,166.499520 us,0,1,0,1,1,1,1,0,0,0,0
10F,166.999520 us,1,1,1,1,0,0,0,0,1,0,0
1CC,167.499520 us,0,0,1,1,0,0,1,1,1,0,0
293,167.999440 us,1,1,0,0,1,0,0,1,0,1,0
341,168.499520 us,1,0,0,0,0,0,1,0,1,1,0
3BA,168.999440 us,0,1,0,1,1,1,0,1,1,1,0
3EB,169.499520 us,1,1,0,1,0,1,1,1,1,1,0
3CB,169.999600 us,1,1,0,1,0,0,1,1,1,1,0
361,170.499600 us,1,0,0,0,0,1,1,0,1,1,0
2BD,170.999520 us,1,0,1,1,1,1,0,1,0,1,0
1F8,171.499600 us,0,0,0,1,1,1,1,1,1,0,0
136,171.999600 us,0,1,1,0,1,1,0,0,1,0,0
095,172.499600 us,1,0,1,0,1,0,0,1,0,0,0
031,172.999600 us,1,0,0,0,1,1,0,0,0,0,0
019,173.499600 us,1,0,0,1,1,0,0,0,0,0,0
051,173.999520 us,1,0,0,0,1,0,1,0,0,0,0
0CF,174.499440 us,1,1,1,1,0,0,1,1,0,0,0
180,174.999600 us,0,0,0,0,0,0,0,1,1,0,0
248,175.499360 us,0,0,0,1,0,0,1,0,0,1,0
303,175.999360 us,1,1,0,0,0,0,0,0,1,1,0
393,176.499360 us,1,1,0,0,1,0,0,1,1,1,0
3E2,176.999360 us,0,1,0,0,0,1,1,1,1,1,0
3E1,177.499360 us,1,0,0,0,0,1,1,1,1,1,0
392,177.999360 us,0,1,0,0,1,0,0,1,1,1,0
301,178.499360 us,1,0,0,0,0,0,0,0,1,1,0
246,178.999280 us,0,1,1,0,0,0,1,0,0,1,0
17E,179.499280 us,0,1,1,1,1,1,1,0,1,0,0
0CD,179.999440 us,1,0,1,1,0,0,1,1,0,0,0
050,180.499520 us,0,0,0,0,1,0,1,0,0,0,0
019,180.999440 us,1,0,0,1,1,0,0,0,0,0,0
031,181.499520 us,1,0,0,0,1,1,0,0,0,0,0
097,181.999520 us,1,1,1,0,1,0,0,1,0,0,0
138,182.499600 us,0,0,0,1,1,1,0,0,1,0,0
1FA,182.999520 us,0,1,0,1,1,1,1,1,1,0,0
2BF,183.499600 us,1,1,1,1,1,1,0,1,0,1,0
363,183.999680 us,1,1,0,0,0,1,1,0,1,1,0
3CC,184.499600 us,0,0,1,1,0,0,1,1,1,1,0
3EB,184.999520 us,1,1,0,1,0,1,1,1,1,1,0
3B9,185.499600 us,1,0,0,1,1,1,0,1,1,1,0
33F,185.999520 us,1,1,1,1,1,1,0,0,1,1,0
290,186.499680 us,0,0,0,0,1,0,0,1,0,1,0
1CA,186.999520 us,0,1,0,1,0,0,1,1,1,0,0
10D,187.499520 us,1,0,1,1,0,0,0,0,1,0,0
078,187.999600 us,0,0,0,1,1,1,1,0,0,0,0
024,188.499600 us,0,0,1,0,0,1,0,0,0,0,0
01F,188.999440 us,1,1,1,1,1,0,0,0,0,0,0
068,189.499600 us,0,0,0,1,0,1,1,0,0,0,0
0F5,189.999440 us,1,0,1,0,1,1,1,1,0,0,0
1AE,190.499520 us,0,1,1,1,0,1,0,1,1,0,0
275,190.999440 us,1,0,1,0,1,1,1,0,0,1,0
329,191.499520 us,1,0,0,1,0,1,0,0,1,1,0
3AC,191.999520 us,0,0,1,1,0,1,0,1,1,1,0
3E8,192.499520 us,0,0,0,1,0,1,1,1,1,1,0
3D6,192.999440 us,0,1,1,0,1,0,1,1,1,1,0
376,193.499520 us,0,1,1,0,1,1,1,0,1,1,0
2D8,193.999520 us,0,0,0,1,1,0,1,1,0,1,0
218,194.499520 us,0,0,0,1,1,0,0,0,0,1,0
152,194.999440 us,0,1,0,0,1,0,1,0,1,0,0
0AB,195.499440 us,1,1,0,1,0,1,0,1,0,0,0
03C,195.999440 us,0,0,1,1,1,1,0,0,0,0,0
017,196.499440 us,1,1,1,0,1,0,0,0,0,0,0
043,196.999440 us,1,1,0,0,0,0,1,0,0,0,0
0B9,197.499360 us,1,0,0,1,1,1,0,1,0,0,0
164,197.999440 us,0,0,1,0,0,1,1,0,1,0,0
229,198.499360 us,1,0,0,1,0,1,0,0,0,1,0
2E9,198.999440 us,1,0,0,1,0,1,1,1,0,1,0
381,199.499520 us,1,0,0,0,0,0,0,1,1,1,0
3DA,199.999360 us,0,1,0,1,1,0,1,1,1,1,0
3E7,200.499440 us,1,1,1,0,0,1,1,1,1,1,0
3A3,200.999520 us,1,1,0,0,0,1,0,1,1,1,0
31A,201.499520 us,0,1,0,1,1,0,0,0,1,1,0
264,201.999520 us,0,0,1,0,0,1,1,0,0,1,0
19C,202.499520 us,0,0,1,1,1,0,0,1,1,0,0
0E6,202.999520 us,0,1,1,0,0,1,1,1,0,0,0
05E,203.499600 us,0,1,1,1,1,0,1,0,0,0,0
01B,203.999600 us,1,1,0,1,1,0,0,0,0,0,0
02A,204.499600 us,0,1,0,1,0,1,0,0,0,0,0
084,204.999600 us,0,0,1,0,0,0,0,1,0,0,0
11D,205.499520 us,1,0,1,1,1,0,0,0,1,0,0
1DC,205.999600 us,0,0,1,1,1,0,1,1,1,0,0
2A3,206.499520 us,1,1,0,0,0,1,0,1,0,1,0
34D,206.999520 us,1,0,1,1,0,0,1,0,1,1,0
3C1,207.499600 us,1,0,0,0,0,0,1,1,1,1,0
3EC,207.999520 us,0,0,1,1,0,1,1,1,1,1,0
3C6,208.499520 us,0,1,1,0,0,0,1,1,1,1,0
355,208.999440 us,1,0,1,0,1,0,1,0,1,1,0
2AE,209.499440 us,0,1,1,1,0,1,0,1,0,1,0
1E8,209.999520 us,0,0,0,1,0,1,1,1,1,0,0
128,210.499440 us,0,0,0,1,0,1,0,0,1,0,0
08C,210.999440 us,0,0,1,1,0,0,0,1,0,0,0
02C,211.499360 us,0,0,1,1,0,1,0,0,0,0,0
01A,211.999360 us,0,1,0,1,1,0,0,0,0,0,0
058,212.499360 us,0,0,0,1,1,0,1,0,0,0,0
0DC,212.999280 us,0,0,1,1,1,0,1,1,0,0,0
190,213.499280 us,0,0,0,0,1,0,0,1,1,0,0
258,213.999200 us,0,0,0,1,1,0,1,0,0,1,0
310,214.499280 us,0,0,0,0,1,0,0,0,1,1,0
