My Bus 1,Time,My Bus 1[0],My Bus 1[1],My Bus 1[2],My Bus 1[3],My Bus 1[4],My Bus 1[5],My Bus 1[6],My Bus 1[7],My Bus 1[8],My Bus 1[9],My Bus 1[10]
117,0 s,1,1,1,0,1,0,0,0,1,0,0
29D,1.000080 us,1,0,1,1,1,0,0,1,0,1,0
3BE,2.000160 us,0,1,1,1,1,1,0,1,1,1,0
3C7,3.000240 us,1,1,1,0,0,0,1,1,1,1,0
2B1,4.000320 us,1,0,0,0,1,1,0,1,0,1,0
12A,5.000400 us,0,1,0,1,0,1,0,0,1,0,0
02C,6.000400 us,0,0,1,1,0,1,0,0,0,0,0
054,7.000400 us,0,0,1,0,1,0,1,0,0,0,0
18A,8.000400 us,0,1,0,1,0,0,0,1,1,0,0
30C,9.000320 us,0,0,1,1,0,0,0,0,1,1,0
3E3,10.000240 us,1,1,0,0,0,1,1,1,1,1,0
38A,11.000160 us,0,1,0,1,0,0,0,1,1,1,0
239,12.000080 us,1,0,0,1,1,1,0,0,0,1,0
0C3,13.000000 us,1,1,0,0,0,0,1,1,0,0,0
016,13.999840 us,0,1,1,0,1,0,0,0,0,0,0
09D,14.999760 us,1,0,1,1,1,0,0,1,0,0,0
206,15.999840 us,0,1,1,0,0,0,0,0,0,1,0
369,16.999760 us,1,0,0,1,0,1,1,0,1,1,0
3E9,17.999760 us,1,0,0,1,0,1,1,1,1,1,0
335,18.999840 us,1,0,1,0,1,1,0,0,1,1,0
1BC,19.999840 us,0,0,1,1,1,1,0,1,1,0,0
06F,20.999760 us,1,1,1,1,0,1,1,0,0,0,0
01F,21.999760 us,1,1,1,1,1,0,0,0,0,0,0
0FD,22.999760 us,1,0,1,1,1,1,1,1,0,0,0
280,23.999840 us,0,0,0,0,0,0,0,1,0,1,0
3B1,24.999760 us,1,0,0,0,1,1,0,1,1,1,0
3D1,25.999760 us,1,0,0,0,1,0,1,1,1,1,0
2CD,26.999680 us,1,0,1,1,0,0,1,1,0,1,0
146,27.999760 us,0,1,1,0,0,0,1,0,1,0,0
036,28.999680 us,0,1,1,0,1,1,0,0,0,0,0
046,29.999760 us,0,1,1,0,0,0,1,0,0,0,0
16D,30.999680 us,1,0,1,1,0,1,1,0,1,0,0
2F1,31.999760 us,1,0,0,0,1,1,1,1,0,1,0
3DC,32.999760 us,0,0,1,1,1,0,1,1,1,1,0
39C,33.999760 us,0,0,1,1,1,0,0,1,1,1,0
258,34.999840 us,0,0,0,1,1,0,1,0,0,1,0
0DB,35.999760 us,1,1,0,1,1,0,1,1,0,0,0
019,36.999840 us,1,0,0,1,1,0,0,0,0,0,0
089,37.999840 us,1,0,0,1,0,0,0,1,0,0,0
1E5,38.999840 us,1,0,1,0,0,1,1,1,1,0,0
354,39.999920 us,0,0,1,0,1,0,1,0,1,1,0
3EB,40.999840 us,1,1,0,1,0,1,1,1,1,1,0
34D,41.999920 us,1,0,1,1,0,0,1,0,1,1,0
1DB,42.999920 us,1,1,0,1,1,0,1,1,1,0,0
082,44.000000 us,0,1,0,0,0,0,0,1,0,0,0
01A,44.999840 us,0,1,0,1,1,0,0,0,0,0,0
0E4,45.999840 us,0,0,1,0,0,1,1,1,0,0,0
262,46.999840 us,0,1,0,0,0,1,1,0,0,1,0
3A2,47.999760 us,0,1,0,0,0,1,0,1,1,1,0
3DA,48.999760 us,0,1,0,1,1,0,1,1,1,1,0
2E9,49.999760 us,1,0,0,1,0,1,1,1,0,1,0
163,50.999760 us,1,1,0,0,0,1,1,0,1,0,0
041,51.999840 us,1,0,0,0,0,0,1,0,0,0,0
03A,52.999840 us,0,1,0,1,1,1,0,0,0,0,0
150,53.999840 us,0,0,0,0,1,0,1,0,1,0,0
2D7,54.999760 us,1,1,1,0,1,0,1,1,0,1,0
3D4,55.999760 us,0,0,1,0,1,0,1,1,1,1,0
3AC,56.999680 us,0,0,1,1,0,1,0,1,1,1,0
276,57.999600 us,0,1,1,0,1,1,1,0,0,1,0
0F4,58.999600 us,0,0,1,0,1,1,1,1,0,0,0
01D,59.999520 us,1,0,1,1,1,0,0,0,0,0,0
075,60.999520 us,1,0,1,0,1,1,1,0,0,0,0
1C7,61.999520 us,1,1,1,0,0,0,1,1,1,0,0
33E,62.999440 us,0,1,1,1,1,1,0,0,1,1,0
3EA,63.999520 us,0,1,0,1,0,1,1,1,1,1,0
363,64.999440 us,1,1,0,0,0,1,1,0,1,1,0
1F9,65.999440 us,1,0,0,1,1,1,1,1,1,0,0
097,66.999440 us,1,1,1,0,1,0,0,1,0,0,0
016,67.999440 us,0,1,1,0,1,0,0,0,0,0,0
0CB,68.999440 us,1,1,0,1,0,0,1,1,0,0,0
243,69.999440 us,1,1,0,0,0,0,1,0,0,1,0
390,70.999520 us,0,0,0,0,1,0,0,1,1,1,0
3E1,71.999520 us,1,0,0,0,0,1,1,1,1,1,0
303,72.999600 us,1,1,0,0,0,0,0,0,1,1,0
180,73.999760 us,0,0,0,0,0,0,0,1,1,0,0
04F,74.999680 us,1,1,1,1,0,0,1,0,0,0,0
02F,75.999760 us,1,1,1,1,0,1,0,0,0,0,0
133,76.999840 us,1,1,0,0,1,1,0,0,1,0,0
2BA,77.999840 us,0,1,0,1,1,1,0,1,0,1,0
3CA,78.999920 us,0,1,0,1,0,0,1,1,1,1,0
3BA,79.999840 us,0,1,0,1,1,1,0,1,1,1,0
293,80.999840 us,1,1,0,0,1,0,0,1,0,1,0
10F,81.999840 us,1,1,1,1,0,0,0,0,1,0,0
024,82.999920 us,0,0,1,0,0,1,0,0,0,0,0
065,83.999840 us,1,0,1,0,0,1,1,0,0,0,0
1A9,84.999760 us,1,0,0,1,0,1,0,1,1,0,0
326,85.999680 us,0,1,1,0,0,1,0,0,1,1,0
3E7,86.999600 us,1,1,1,0,0,1,1,1,1,1,0
376,87.999600 us,0,1,1,0,1,1,1,0,1,1,0
21A,88.999600 us,0,1,0,1,1,0,0,0,0,1,0
0AC,89.999600 us,0,0,1,1,0,1,0,1,0,0,0
015,90.999520 us,1,0,1,0,1,0,0,0,0,0,0
0B4,91.999600 us,0,0,1,0,1,1,0,1,0,0,0
226,92.999600 us,0,1,1,0,0,1,0,0,0,1,0
37E,93.999600 us,0,1,1,1,1,1,1,0,1,1,0
3E6,94.999680 us,0,1,1,0,0,1,1,1,1,1,0
31C,95.999680 us,0,0,1,1,1,0,0,0,1,1,0
19E,96.999600 us,0,1,1,1,1,0,0,1,1,0,0
05E,97.999680 us,0,1,1,1,1,0,1,0,0,0,0
026,98.999680 us,0,1,1,0,0,1,0,0,0,0,0
118,99.999680 us,0,0,0,1,1,0,0,0,1,0,0
29E,100.999520 us,0,1,1,1,1,0,0,1,0,1,0
3BE,101.999520 us,0,1,1,1,1,1,0,1,1,1,0
3C6,102.999520 us,0,1,1,0,0,0,1,1,1,1,0
2B0,103.999520 us,0,0,0,0,1,1,0,1,0,1,0
129,104.999520 us,1,0,0,1,0,1,0,0,1,0,0
02C,105.999600 us,0,0,1,1,0,1,0,0,0,0,0
054,106.999600 us,0,0,1,0,1,0,1,0,0,0,0
18B,107.999600 us,1,1,0,1,0,0,0,1,1,0,0
30C,108.999680 us,0,0,1,1,0,0,0,0,1,1,0
3E3,109.999680 us,1,1,0,0,0,1,1,1,1,1,0
38A,110.999680 us,0,1,0,1,0,0,0,1,1,1,0
239,111.999680 us,1,0,0,1,1,1,0,0,0,1,0
0C3,112.999680 us,1,1,0,0,0,0,1,1,0,0,0
016,113.999600 us,0,1,1,0,1,0,0,0,0,0,0
09E,114.999600 us,0,1,1,1,1,0,0,1,0,0,0
207,115.999520 us,1,1,1,0,0,0,0,0,0,1,0
36A,116.999520 us,0,1,0,1,0,1,1,0,1,1,0
3E9,117.999440 us,1,0,0,1,0,1,1,1,1,1,0
335,118.999440 us,1,0,1,0,1,1,0,0,1,1,0
1BC,119.999440 us,0,0,1,1,1,1,0,1,1,0,0
070,120.999440 us,0,0,0,0,1,1,1,0,0,0,0
01F,121.999360 us,1,1,1,1,1,0,0,0,0,0,0
0FD,122.999360 us,1,0,1,1,1,1,1,1,0,0,0
281,123.999440 us,1,0,0,0,0,0,0,1,0,1,0
3B1,124.999440 us,1,0,0,0,1,1,0,1,1,1,0
3D1,125.999440 us,1,0,0,0,1,0,1,1,1,1,0
2CD,126.999440 us,1,0,1,1,0,0,1,1,0,1,0
145,127.999440 us,1,0,1,0,0,0,1,0,1,0,0
036,128.999440 us,0,1,1,0,1,1,0,0,0,0,0
047,129.999440 us,1,1,1,0,0,0,1,0,0,0,0
16D,130.999440 us,1,0,1,1,0,1,1,0,1,0,0
2F2,131.999440 us,0,1,0,0,1,1,1,1,0,1,0
3DD,132.999360 us,1,0,1,1,1,0,1,1,1,1,0
39B,133.999280 us,1,1,0,1,1,0,0,1,1,1,0
257,134.999280 us,1,1,1,0,1,0,1,0,0,1,0
0DB,135.999200 us,1,1,0,1,1,0,1,1,0,0,0
019,136.999280 us,1,0,0,1,1,0,0,0,0,0,0
08A,137.999280 us,0,1,0,1,0,0,0,1,0,0,0
1E6,138.999280 us,0,1,1,0,0,1,1,1,1,0,0
354,139.999360 us,0,0,1,0,1,0,1,0,1,1,0
3EA,140.999360 us,0,1,0,1,0,1,1,1,1,1,0
34C,141.999440 us,0,0,1,1,0,0,1,0,1,1,0
1DB,142.999440 us,1,1,0,1,1,0,1,1,1,0,0
082,143.999600 us,0,1,0,0,0,0,0,1,0,0,0
01A,144.999520 us,0,1,0,1,1,0,0,0,0,0,0
0E3,145.999520 us,1,1,0,0,0,1,1,1,0,0,0
263,146.999520 us,1,1,0,0,0,1,1,0,0,1,0
3A2,147.999600 us,0,1,0,0,0,1,0,1,1,1,0
3D9,148.999600 us,1,0,0,1,1,0,1,1,1,1,0
2E8,149.999680 us,0,0,0,1,0,1,1,1,0,1,0
162,150.999680 us,0,1,0,0,0,1,1,0,1,0,0
041,151.999680 us,1,0,0,0,0,0,1,0,0,0,0
03A,152.999680 us,0,1,0,1,1,1,0,0,0,0,0
150,153.999680 us,0,0,0,0,1,0,1,0,1,0,0
2D6,154.999600 us,0,1,1,0,1,0,1,1,0,1,0
3D4,155.999600 us,0,0,1,0,1,0,1,1,1,1,0
3AC,156.999520 us,0,0,1,1,0,1,0,1,1,1,0
275,157.999520 us,1,0,1,0,1,1,1,0,0,1,0
0F4,158.999440 us,0,0,1,0,1,1,1,1,0,0,0
01D,159.999360 us,1,0,1,1,1,0,0,0,0,0,0
076,160.999280 us,0,1,1,0,1,1,1,0,0,0,0
1C7,161.999280 us,1,1,1,0,0,0,1,1,1,0,0
33D,162.999200 us,1,0,1,1,1,1,0,0,1,1,0
3EA,163.999200 us,0,1,0,1,0,1,1,1,1,1,0
362,164.999200 us,0,1,0,0,0,1,1,0,1,1,0
1F9,165.999120 us,1,0,0,1,1,1,1,1,1,0,0
096,166.999120 us,0,1,1,0,1,0,0,1,0,0,0
017,167.999040 us,1,1,1,0,1,0,0,0,0,0,0
0CC,168.999120 us,0,0,1,1,0,0,1,1,0,0,0
244,169.999200 us,0,0,1,0,0,0,1,0,0,1,0
391,170.999200 us,1,0,0,0,1,0,0,1,1,1,0
3E1,171.999360 us,1,0,0,0,0,1,1,1,1,1,0
303,172.999440 us,1,1,0,0,0,0,0,0,1,1,0
180,173.999520 us,0,0,0,0,0,0,0,1,1,0,0
04F,174.999440 us,1,1,1,1,0,0,1,0,0,0,0
02F,175.999520 us,1,1,1,1,0,1,0,0,0,0,0
134,176.999520 us,0,0,1,0,1,1,0,0,1,0,0
2BB,177.999520 us,1,1,0,1,1,1,0,1,0,1,0
3CB,178.999520 us,1,1,0,1,0,0,1,1,1,1,0
3B9,179.999440 us,1,0,0,1,1,1,0,1,1,1,0
293,180.999520 us,1,1,0,0,1,0,0,1,0,1,0
10E,181.999520 us,0,1,1,1,0,0,0,0,1,0,0
023,182.999440 us,1,1,0,0,0,1,0,0,0,0,0
064,183.999440 us,0,0,1,0,0,1,1,0,0,0,0
1A9,184.999440 us,1,0,0,1,0,1,0,1,1,0,0
326,185.999440 us,0,1,1,0,0,1,0,0,1,1,0
3E8,186.999440 us,0,0,0,1,0,1,1,1,1,1,0
376,187.999360 us,0,1,1,0,1,1,1,0,1,1,0
21A,188.999360 us,0,1,0,1,1,0,0,0,0,1,0
0AC,189.999280 us,0,0,1,1,0,1,0,1,0,0,0
016,190.999280 us,0,1,1,0,1,0,0,0,0,0,0
0B4,191.999280 us,0,0,1,0,1,1,0,1,0,0,0
226,192.999280 us,0,1,1,0,0,1,0,0,0,1,0
37E,193.999280 us,0,1,1,1,1,1,1,0,1,1,0
3E6,194.999360 us,0,1,1,0,0,1,1,1,1,1,0
