My Bus 1,Time,My Bus 1[0],My Bus 1[1],My Bus 1[2],My Bus 1[3],My Bus 1[4],My Bus 1[5],My Bus 1[6],My Bus 1[7],My Bus 1[8],My Bus 1[9],My Bus 1[10]
077,1.308996240 ms,1,1,1,0,1,1,1,0,0,0,0
06F,1.309996240 ms,1,1,1,1,0,1,1,0,0,0,0
292,1.310996160 ms,0,1,0,0,1,0,0,1,0,1,0
3EA,1.311996080 ms,0,1,0,1,0,1,1,1,1,1,0
29E,1.312996080 ms,0,1,1,1,1,0,0,1,0,1,0
076,1.313996080 ms,0,1,1,0,1,1,1,0,0,0,0
06F,1.314996000 ms,1,1,1,1,0,1,1,0,0,0,0
292,1.315996080 ms,0,1,0,0,1,0,0,1,0,1,0
3EA,1.316996000 ms,0,1,0,1,0,1,1,1,1,1,0
29E,1.317996000 ms,0,1,1,1,1,0,0,1,0,1,0
076,1.318996000 ms,0,1,1,0,1,1,1,0,0,0,0
06F,1.319995920 ms,1,1,1,1,0,1,1,0,0,0,0
293,1.320996000 ms,1,1,0,0,1,0,0,1,0,1,0
3EB,1.321995920 ms,1,1,0,1,0,1,1,1,1,1,0
29E,1.322996000 ms,0,1,1,1,1,0,0,1,0,1,0
077,1.323995920 ms,1,1,1,0,1,1,1,0,0,0,0
06F,1.324995920 ms,1,1,1,1,0,1,1,0,0,0,0
292,1.325996000 ms,0,1,0,0,1,0,0,1,0,1,0
3EA,1.326995920 ms,0,1,0,1,0,1,1,1,1,1,0
29E,1.327995920 ms,0,1,1,1,1,0,0,1,0,1,0
077,1.328995920 ms,1,1,1,0,1,1,1,0,0,0,0
06F,1.329996000 ms,1,1,1,1,0,1,1,0,0,0,0
292,1.330996080 ms,0,1,0,0,1,0,0,1,0,1,0
3EA,1.331996000 ms,0,1,0,1,0,1,1,1,1,1,0
29E,1.332996080 ms,0,1,1,1,1,0,0,1,0,1,0
077,1.333996080 ms,1,1,1,0,1,1,1,0,0,0,0
06F,1.334996080 ms,1,1,1,1,0,1,1,0,0,0,0
292,1.335996160 ms,0,1,0,0,1,0,0,1,0,1,0
3EA,1.336996080 ms,0,1,0,1,0,1,1,1,1,1,0
29E,1.337996080 ms,0,1,1,1,1,0,0,1,0,1,0
077,1.338996080 ms,1,1,1,0,1,1,1,0,0,0,0
06F,1.339996080 ms,1,1,1,1,0,1,1,0,0,0,0
292,1.340996080 ms,0,1,0,0,1,0,0,1,0,1,0
3EA,1.341996080 ms,0,1,0,1,0,1,1,1,1,1,0
29E,1.342996080 ms,0,1,1,1,1,0,0,1,0,1,0
077,1.343996080 ms,1,1,1,0,1,1,1,0,0,0,0
06F,1.344996000 ms,1,1,1,1,0,1,1,0,0,0,0
292,1.345996080 ms,0,1,0,0,1,0,0,1,0,1,0
3EA,1.346996000 ms,0,1,0,1,0,1,1,1,1,1,0
29E,1.347996000 ms,0,1,1,1,1,0,0,1,0,1,0
077,1.348996000 ms,1,1,1,0,1,1,1,0,0,0,0
06F,1.349996000 ms,1,1,1,1,0,1,1,0,0,0,0
292,1.350996000 ms,0,1,0,0,1,0,0,1,0,1,0
3EA,1.351996000 ms,0,1,0,1,0,1,1,1,1,1,0
29E,1.352996000 ms,0,1,1,1,1,0,0,1,0,1,0
076,1.353996000 ms,0,1,1,0,1,1,1,0,0,0,0
