My Bus 1,Time,My Bus 1[0],My Bus 1[1],My Bus 1[2],My Bus 1[3],My Bus 1[4],My Bus 1[5],My Bus 1[6],My Bus 1[7],My Bus 1[8],My Bus 1[9],My Bus 1[10]
3DC,0 s,0,0,1,1,1,0,1,1,1,1,0
337,500.000 ns,1,1,1,0,1,1,0,0,1,1,0
21C,1.000000 us,0,0,1,1,1,0,0,0,0,1,0
0F6,1.499920 us,0,1,1,0,1,1,1,1,0,0,0
037,1.999920 us,1,1,1,0,1,1,0,0,0,0,0
027,2.499920 us,1,1,1,0,0,1,0,0,0,0,0
0CB,2.999920 us,1,1,0,1,0,0,1,1,0,0,0
1E6,3.499840 us,0,1,1,0,0,1,1,1,1,0,0
30C,3.999920 us,0,0,1,1,0,0,0,0,1,1,0
3CB,4.499840 us,1,1,0,1,0,0,1,1,1,1,0
3DC,4.999840 us,0,0,1,1,1,0,1,1,1,1,0
336,5.499840 us,0,1,1,0,1,1,0,0,1,1,0
21C,5.999920 us,0,0,1,1,1,0,0,0,0,1,0
0F6,6.499840 us,0,1,1,0,1,1,1,1,0,0,0
036,6.999920 us,0,1,1,0,1,1,0,0,0,0,0
027,7.499840 us,1,1,1,0,0,1,0,0,0,0,0
0CB,7.999840 us,1,1,0,1,0,0,1,1,0,0,0
1E6,8.499920 us,0,1,1,0,0,1,1,1,1,0,0
30C,8.999920 us,0,0,1,1,0,0,0,0,1,1,0
3CB,9.499840 us,1,1,0,1,0,0,1,1,1,1,0
3DB,9.999840 us,1,1,0,1,1,0,1,1,1,1,0
336,10.499920 us,0,1,1,0,1,1,0,0,1,1,0
21C,10.999920 us,0,0,1,1,1,0,0,0,0,1,0
0F6,11.499840 us,0,1,1,0,1,1,1,1,0,0,0
037,11.999840 us,1,1,1,0,1,1,0,0,0,0,0
027,12.499920 us,1,1,1,0,0,1,0,0,0,0,0
0CC,12.999920 us,0,0,1,1,0,0,1,1,0,0,0
1E6,13.499840 us,0,1,1,0,0,1,1,1,1,0,0
30C,13.999920 us,0,0,1,1,0,0,0,0,1,1,0
3CB,14.499840 us,1,1,0,1,0,0,1,1,1,1,0
3DB,14.999840 us,1,1,0,1,1,0,1,1,1,1,0
336,15.499920 us,0,1,1,0,1,1,0,0,1,1,0
21C,15.999920 us,0,0,1,1,1,0,0,0,0,1,0
0F6,16.499840 us,0,1,1,0,1,1,1,1,0,0,0
036,16.999840 us,0,1,1,0,1,1,0,0,0,0,0
028,17.499840 us,0,0,0,1,0,1,0,0,0,0,0
0CC,17.999760 us,0,0,1,1,0,0,1,1,0,0,0
1E6,18.499760 us,0,1,1,0,0,1,1,1,1,0,0
30C,18.999760 us,0,0,1,1,0,0,0,0,1,1,0
3CB,19.499680 us,1,1,0,1,0,0,1,1,1,1,0
3DB,19.999680 us,1,1,0,1,1,0,1,1,1,1,0
336,20.499760 us,0,1,1,0,1,1,0,0,1,1,0
21C,20.999760 us,0,0,1,1,1,0,0,0,0,1,0
0F6,21.499680 us,0,1,1,0,1,1,1,1,0,0,0
036,21.999760 us,0,1,1,0,1,1,0,0,0,0,0
027,22.499760 us,1,1,1,0,0,1,0,0,0,0,0
0CC,22.999840 us,0,0,1,1,0,0,1,1,0,0,0
1E7,23.499760 us,1,1,1,0,0,1,1,1,1,0,0
30D,23.999920 us,1,0,1,1,0,0,0,0,1,1,0
3CB,24.499920 us,1,1,0,1,0,0,1,1,1,1,0
3DB,24.999920 us,1,1,0,1,1,0,1,1,1,1,0
336,25.500000 us,0,1,1,0,1,1,0,0,1,1,0
21B,26.000000 us,1,1,0,1,1,0,0,0,0,1,0
0F5,26.500000 us,1,0,1,0,1,1,1,1,0,0,0
037,27.000000 us,1,1,1,0,1,1,0,0,0,0,0
027,27.500080 us,1,1,1,0,0,1,0,0,0,0,0
0CC,28.000000 us,0,0,1,1,0,0,1,1,0,0,0
1E7,28.499920 us,1,1,1,0,0,1,1,1,1,0,0
30D,29.000000 us,1,0,1,1,0,0,0,0,1,1,0
3CB,29.499920 us,1,1,0,1,0,0,1,1,1,1,0
3DB,29.999920 us,1,1,0,1,1,0,1,1,1,1,0
336,30.499920 us,0,1,1,0,1,1,0,0,1,1,0
21C,30.999920 us,0,0,1,1,1,0,0,0,0,1,0
0F6,31.499760 us,0,1,1,0,1,1,1,1,0,0,0
036,31.999760 us,0,1,1,0,1,1,0,0,0,0,0
028,32.499760 us,0,0,0,1,0,1,0,0,0,0,0
0CC,32.999680 us,0,0,1,1,0,0,1,1,0,0,0
1E6,33.499600 us,0,1,1,0,0,1,1,1,1,0,0
30D,33.999600 us,1,0,1,1,0,0,0,0,1,1,0
3CB,34.499520 us,1,1,0,1,0,0,1,1,1,1,0
3DB,34.999520 us,1,1,0,1,1,0,1,1,1,1,0
336,35.499600 us,0,1,1,0,1,1,0,0,1,1,0
21B,35.999520 us,1,1,0,1,1,0,0,0,0,1,0
0F5,36.499520 us,1,0,1,0,1,1,1,1,0,0,0
037,36.999520 us,1,1,1,0,1,1,0,0,0,0,0
027,37.499600 us,1,1,1,0,0,1,0,0,0,0,0
0CC,37.999600 us,0,0,1,1,0,0,1,1,0,0,0
1E6,38.499600 us,0,1,1,0,0,1,1,1,1,0,0
30C,38.999680 us,0,0,1,1,0,0,0,0,1,1,0
3CB,39.499600 us,1,1,0,1,0,0,1,1,1,1,0
3DB,39.999680 us,1,1,0,1,1,0,1,1,1,1,0
336,40.499760 us,0,1,1,0,1,1,0,0,1,1,0
21B,40.999840 us,1,1,0,1,1,0,0,0,0,1,0
0F6,41.499840 us,0,1,1,0,1,1,1,1,0,0,0
036,41.999920 us,0,1,1,0,1,1,0,0,0,0,0
028,42.500000 us,0,0,0,1,0,1,0,0,0,0,0
0CC,43.000000 us,0,0,1,1,0,0,1,1,0,0,0
1E7,43.500000 us,1,1,1,0,0,1,1,1,1,0,0
30D,44.000160 us,1,0,1,1,0,0,0,0,1,1,0
3CB,44.500160 us,1,1,0,1,0,0,1,1,1,1,0
3DB,45.000240 us,1,1,0,1,1,0,1,1,1,1,0
336,45.500320 us,0,1,1,0,1,1,0,0,1,1,0
21B,46.000320 us,1,1,0,1,1,0,0,0,0,1,0
0F5,46.500320 us,1,0,1,0,1,1,1,1,0,0,0
037,47.000320 us,1,1,1,0,1,1,0,0,0,0,0
027,47.500320 us,1,1,1,0,0,1,0,0,0,0,0
0CC,48.000320 us,0,0,1,1,0,0,1,1,0,0,0
1E7,48.500160 us,1,1,1,0,0,1,1,1,1,0,0
30D,49.000240 us,1,0,1,1,0,0,0,0,1,1,0
3CB,49.500160 us,1,1,0,1,0,0,1,1,1,1,0
3DB,50.000080 us,1,1,0,1,1,0,1,1,1,1,0
336,50.500080 us,0,1,1,0,1,1,0,0,1,1,0
21B,51.000000 us,1,1,0,1,1,0,0,0,0,1,0
0F5,51.499920 us,1,0,1,0,1,1,1,1,0,0,0
037,51.999840 us,1,1,1,0,1,1,0,0,0,0,0
027,52.499840 us,1,1,1,0,0,1,0,0,0,0,0
0CD,52.999760 us,1,0,1,1,0,0,1,1,0,0,0
1E7,53.499680 us,1,1,1,0,0,1,1,1,1,0,0
30D,53.999680 us,1,0,1,1,0,0,0,0,1,1,0
3CB,54.499600 us,1,1,0,1,0,0,1,1,1,1,0
3DB,54.999600 us,1,1,0,1,1,0,1,1,1,1,0
336,55.499600 us,0,1,1,0,1,1,0,0,1,1,0
21B,55.999600 us,1,1,0,1,1,0,0,0,0,1,0
0F5,56.499600 us,1,0,1,0,1,1,1,1,0,0,0
037,56.999600 us,1,1,1,0,1,1,0,0,0,0,0
027,57.499600 us,1,1,1,0,0,1,0,0,0,0,0
0CD,57.999600 us,1,0,1,1,0,0,1,1,0,0,0
1E7,58.499600 us,1,1,1,0,0,1,1,1,1,0,0
30D,58.999600 us,1,0,1,1,0,0,0,0,1,1,0
3CB,59.499600 us,1,1,0,1,0,0,1,1,1,1,0
