My Bus 1,Time,My Bus 1[0],My Bus 1[1],My Bus 1[2],My Bus 1[3],My Bus 1[4],My Bus 1[5],My Bus 1[6],My Bus 1[7],My Bus 1[8],My Bus 1[9],My Bus 1[10]
0A4,0 s,0,0,1,0,0,1,0,1,0,0,0
038,500.000 ns,0,0,0,1,1,1,0,0,0,0,0
017,1.000000 us,1,1,1,0,1,0,0,0,0,0,0
047,1.500000 us,1,1,1,0,0,0,1,0,0,0,0
0BF,1.999920 us,1,1,1,1,1,1,0,1,0,0,0
16C,2.500080 us,0,0,1,1,0,1,1,0,1,0,0
234,3.000000 us,0,0,1,0,1,1,0,0,0,1,0
2F1,3.499920 us,1,0,0,0,1,1,1,1,0,1,0
387,3.999920 us,1,1,1,0,0,0,0,1,1,1,0
3DD,4.499920 us,1,0,1,1,1,0,1,1,1,1,0
3E5,5.000000 us,1,0,1,0,0,1,1,1,1,1,0
39D,5.499920 us,1,0,1,1,1,0,0,1,1,1,0
312,6.000000 us,0,1,0,0,1,0,0,0,1,1,0
25A,6.499920 us,0,1,0,1,1,0,1,0,0,1,0
192,6.999920 us,0,1,0,0,1,0,0,1,1,0,0
0DE,7.499840 us,0,1,1,1,1,0,1,1,0,0,0
059,7.999920 us,1,0,0,1,1,0,1,0,0,0,0
01B,8.499920 us,1,1,0,1,1,0,0,0,0,0,0
02B,8.999920 us,1,1,0,1,0,1,0,0,0,0,0
08A,9.499920 us,0,1,0,1,0,0,0,1,0,0,0
125,9.999840 us,1,0,1,0,0,1,0,0,1,0,0
1E6,10.499840 us,0,1,1,0,0,1,1,1,1,0,0
2AB,10.999840 us,1,1,0,1,0,1,0,1,0,1,0
354,11.499920 us,0,0,1,0,1,0,1,0,1,1,0
3C5,11.999840 us,1,0,1,0,0,0,1,1,1,1,0
3EC,12.499920 us,0,0,1,1,0,1,1,1,1,1,0
3C3,12.999920 us,1,1,0,0,0,0,1,1,1,1,0
34E,13.499920 us,0,1,1,1,0,0,1,0,1,1,0
2A5,13.999920 us,1,0,1,0,0,1,0,1,0,1,0
1DE,14.499920 us,0,1,1,1,1,0,1,1,1,0,0
11F,15.000000 us,1,1,1,1,1,0,0,0,1,0,0
085,15.500080 us,1,0,1,0,0,0,0,1,0,0,0
02A,16.000080 us,0,1,0,1,0,1,0,0,0,0,0
01B,16.500080 us,1,1,0,1,1,0,0,0,0,0,0
05C,17.000160 us,0,0,1,1,1,0,1,0,0,0,0
0E4,17.500160 us,0,0,1,0,0,1,1,1,0,0,0
199,18.000160 us,1,0,0,1,1,0,0,1,1,0,0
261,18.500240 us,1,0,0,0,0,1,1,0,0,1,0
318,19.000240 us,0,0,0,1,1,0,0,0,1,1,0
3A2,19.500240 us,0,1,0,0,0,1,0,1,1,1,0
3E6,20.000240 us,0,1,1,0,0,1,1,1,1,1,0
3DC,20.500240 us,0,0,1,1,1,0,1,1,1,1,0
383,21.000240 us,1,1,0,0,0,0,0,1,1,1,0
2EB,21.500160 us,1,1,0,1,0,1,1,1,0,1,0
22D,22.000240 us,1,0,1,1,0,1,0,0,0,1,0
166,22.500160 us,0,1,1,0,0,1,1,0,1,0,0
0BA,23.000160 us,0,1,0,1,1,1,0,1,0,0,0
044,23.500160 us,0,0,1,0,0,0,1,0,0,0,0
017,24.000000 us,1,1,1,0,1,0,0,0,0,0,0
03A,24.500160 us,0,1,0,1,1,1,0,0,0,0,0
0A9,25.000080 us,1,0,0,1,0,1,0,1,0,0,0
150,25.500080 us,0,0,0,0,1,0,1,0,1,0,0
215,26.000000 us,1,0,1,0,1,0,0,0,0,1,0
2D6,26.500000 us,0,1,1,0,1,0,1,1,0,1,0
374,27.000080 us,0,0,1,0,1,1,1,0,1,1,0
3D5,27.500000 us,1,0,1,0,1,0,1,1,1,1,0
3E9,28.000080 us,1,0,0,1,0,1,1,1,1,1,0
3AD,28.500080 us,1,0,1,1,0,1,0,1,1,1,0
32B,29.000080 us,1,1,0,1,0,1,0,0,1,1,0
278,29.500080 us,0,0,0,1,1,1,1,0,0,1,0
1B0,30.000080 us,0,0,0,0,1,1,0,1,1,0,0
0F7,30.500000 us,1,1,1,0,1,1,1,1,0,0,0
069,31.000160 us,1,0,0,1,0,1,1,0,0,0,0
020,31.500240 us,0,0,0,0,0,1,0,0,0,0,0
024,32.000080 us,0,0,1,0,0,1,0,0,0,0,0
076,32.500000 us,0,1,1,0,1,1,1,0,0,0,0
10A,33.000160 us,0,1,0,1,0,0,0,0,1,0,0
1C7,33.500000 us,1,1,1,0,0,0,1,1,1,0,0
28E,34.000080 us,0,1,1,1,0,0,0,1,0,1,0
33D,34.500000 us,1,0,1,1,1,1,0,0,1,1,0
3B8,35.000080 us,0,0,0,1,1,1,0,1,1,1,0
3EB,35.500000 us,1,1,0,1,0,1,1,1,1,1,0
3CD,36.000080 us,1,0,1,1,0,0,1,1,1,1,0
364,36.500080 us,0,0,1,0,0,1,1,0,1,1,0
2C1,37.000000 us,1,0,0,0,0,0,1,1,0,1,0
1FD,37.499840 us,1,0,1,1,1,1,1,1,1,0,0
13A,38.000000 us,0,1,0,1,1,1,0,0,1,0,0
099,38.499920 us,1,0,0,1,1,0,0,1,0,0,0
033,38.999920 us,1,1,0,0,1,1,0,0,0,0,0
018,39.500000 us,0,0,0,1,1,0,0,0,0,0,0
04E,39.999840 us,0,1,1,1,0,0,1,0,0,0,0
0CB,40.499840 us,1,1,0,1,0,0,1,1,0,0,0
17B,40.999840 us,1,1,0,1,1,1,1,0,1,0,0
243,41.499920 us,1,1,0,0,0,0,1,0,0,1,0
2FE,41.999760 us,0,1,1,1,1,1,1,1,0,1,0
390,42.499920 us,0,0,0,0,1,0,0,1,1,1,0
3E0,42.999840 us,0,0,0,0,0,1,1,1,1,1,0
3E3,43.499760 us,1,1,0,0,0,1,1,1,1,1,0
395,43.999760 us,1,0,1,0,1,0,0,1,1,1,0
305,44.499840 us,1,0,1,0,0,0,0,0,1,1,0
24B,44.999680 us,1,1,0,1,0,0,1,0,0,1,0
183,45.499760 us,1,1,0,0,0,0,0,1,1,0,0
