My Bus 1,Time,My Bus 1[0],My Bus 1[1],My Bus 1[2],My Bus 1[3],My Bus 1[4],My Bus 1[5],My Bus 1[6],My Bus 1[7],My Bus 1[8],My Bus 1[9],My Bus 1[10]
32A,0 s,0,1,0,1,0,1,0,0,1,1,0
0E9,999.920 ns,1,0,0,1,0,1,1,1,0,0,0
027,1.999920 us,1,1,1,0,0,1,0,0,0,0,0
1EF,2.999920 us,1,1,1,1,0,1,1,1,1,0,0
3CB,3.999920 us,1,1,0,1,0,0,1,1,1,1,0
32A,5.000000 us,0,1,0,1,0,1,0,0,1,1,0
0E9,5.999920 us,1,0,0,1,0,1,1,1,0,0,0
027,6.999920 us,1,1,1,0,0,1,0,0,0,0,0
1EF,7.999920 us,1,1,1,1,0,1,1,1,1,0,0
3CC,8.999920 us,0,0,1,1,0,0,1,1,1,1,0
32A,9.999920 us,0,1,0,1,0,1,0,0,1,1,0
0E9,10.999920 us,1,0,0,1,0,1,1,1,0,0,0
027,11.999920 us,1,1,1,0,0,1,0,0,0,0,0
1EF,12.999840 us,1,1,1,1,0,1,1,1,1,0,0
3CB,13.999920 us,1,1,0,1,0,0,1,1,1,1,0
32A,15.000000 us,0,1,0,1,0,1,0,0,1,1,0
0E9,16.000000 us,1,0,0,1,0,1,1,1,0,0,0
027,17.000000 us,1,1,1,0,0,1,0,0,0,0,0
1EF,18.000000 us,1,1,1,1,0,1,1,1,1,0,0
3CB,19.000080 us,1,1,0,1,0,0,1,1,1,1,0
32A,20.000080 us,0,1,0,1,0,1,0,0,1,1,0
0E9,21.000080 us,1,0,0,1,0,1,1,1,0,0,0
027,22.000080 us,1,1,1,0,0,1,0,0,0,0,0
1F0,23.000080 us,0,0,0,0,1,1,1,1,1,0,0
3CC,24.000080 us,0,0,1,1,0,0,1,1,1,1,0
329,25.000080 us,1,0,0,1,0,1,0,0,1,1,0
0E8,26.000160 us,0,0,0,1,0,1,1,1,0,0,0
027,27.000160 us,1,1,1,0,0,1,0,0,0,0,0
1EF,28.000080 us,1,1,1,1,0,1,1,1,1,0,0
3CC,29.000160 us,0,0,1,1,0,0,1,1,1,1,0
329,30.000080 us,1,0,0,1,0,1,0,0,1,1,0
0E8,31.000080 us,0,0,0,1,0,1,1,1,0,0,0
027,32.000000 us,1,1,1,0,0,1,0,0,0,0,0
1EF,32.999920 us,1,1,1,1,0,1,1,1,1,0,0
3CC,34.000000 us,0,0,1,1,0,0,1,1,1,1,0
329,34.999920 us,1,0,0,1,0,1,0,0,1,1,0
0E8,35.999920 us,0,0,0,1,0,1,1,1,0,0,0
028,36.999920 us,0,0,0,1,0,1,0,0,0,0,0
1EF,37.999840 us,1,1,1,1,0,1,1,1,1,0,0
3CC,38.999920 us,0,0,1,1,0,0,1,1,1,1,0
329,39.999920 us,1,0,0,1,0,1,0,0,1,1,0
0E7,40.999920 us,1,1,1,0,0,1,1,1,0,0,0
027,42.000000 us,1,1,1,0,0,1,0,0,0,0,0
1F0,43.000000 us,0,0,0,0,1,1,1,1,1,0,0
3CC,44.000080 us,0,0,1,1,0,0,1,1,1,1,0
329,45.000080 us,1,0,0,1,0,1,0,0,1,1,0
0E8,46.000080 us,0,0,0,1,0,1,1,1,0,0,0
027,47.000000 us,1,1,1,0,0,1,0,0,0,0,0
1EF,47.999920 us,1,1,1,1,0,1,1,1,1,0,0
3CB,48.999920 us,1,1,0,1,0,0,1,1,1,1,0
329,49.999920 us,1,0,0,1,0,1,0,0,1,1,0
0E8,50.999920 us,0,0,0,1,0,1,1,1,0,0,0
027,51.999760 us,1,1,1,0,0,1,0,0,0,0,0
1EF,52.999680 us,1,1,1,1,0,1,1,1,1,0,0
